Date,Pool,0 - 10,11 - 17,18 - 59,+60,Total
2018-09-10,New Territories,0,0,0.0,0.0,0.0
2018-09-10,Normoyle,0,0,0.0,0.0,0.0
2018-09-10,Roosevelt,0,0,0.0,0.0,0.0
2018-09-10,San Pedro,0,0,0.0,0.0,0.0
2018-09-10,Spring Time,0,0,0.0,0.0,0.0
2018-09-10,S.S. Lions,34,42,35.0,11.0,122.0
2018-09-10,South Cross,0,0,0.0,0.0,0.0
2018-09-10,Sunset Hills,0,0,0.0,0.0,0.0
2018-09-10,Westwood ,0,0,0.0,0.0,0.0
2018-09-10,Woodlawn,76,104,109.0,35.0,324.0
2018-09-17,Cassiano,0,0,0.0,0.0,0.0
2018-09-17,Concepcion,0,0,0.0,0.0,0.0
2018-09-17,Cuellar,0,0,0.0,0.0,0.0
2018-09-17,Dellview,0,0,0.0,0.0,0.0
2018-09-17,Elmendorf,0,0,0.0,0.0,0.0
2018-09-17,Fairchild,0,0,0.0,0.0,0.0
2018-09-17,Garza,0,0,0.0,0.0,0.0
2018-09-17,Heritage,21,8,18.0,8.0,55.0
2018-09-17,Ward,0,0,0.0,0.0,0.0
2018-09-17,Kennedy,0,0,0.0,0.0,0.0
2018-09-17,Kingsborough,0,0,0.0,0.0,0.0
2018-09-17,LBJ,15,6,8.0,0.0,29.0
2018-09-17,Lincoln,0,0,0.0,0.0,0.0
2018-09-17,Monterrey,0,0,0.0,0.0,0.0
2018-09-17,New Territories,0,0,0.0,0.0,0.0
2018-09-17,Normoyle,0,0,0.0,0.0,0.0
2018-09-17,Roosevelt,0,0,0.0,0.0,0.0
2018-09-17,San Pedro,0,0,0.0,0.0,0.0
2018-09-17,Spring Time,0,0,0.0,0.0,0.0
2018-09-17,S.S. Lions,6,13,15.0,2.0,36.0
2018-09-17,South Cross,0,0,0.0,0.0,0.0
2018-09-17,Sunset Hills,0,0,0.0,0.0,0.0
2018-09-17,Westwood ,0,0,0.0,0.0,0.0
2018-09-17,Woodlawn,29,39,58.0,16.0,142.0
2018-09-24,Cassiano,0,0,0.0,0.0,0.0
2018-09-24,Concepcion,0,0,0.0,0.0,0.0
2018-09-24,Cuellar,0,0,0.0,0.0,0.0
2018-09-24,Dellview,0,0,0.0,0.0,0.0
2018-09-24,Elmendorf,0,0,0.0,0.0,0.0
2018-09-24,Fairchild,0,0,0.0,0.0,0.0
2018-09-24,Garza,0,0,0.0,0.0,0.0
2018-09-24,Heritage,35,10,34.0,8.0,87.0
2018-09-24,Ward,0,0,0.0,0.0,0.0
2018-09-24,Kennedy,0,0,0.0,0.0,0.0
2018-09-24,Kingsborough,0,0,0.0,0.0,0.0
2018-09-24,LBJ,27,4,19.0,0.0,50.0
2018-09-24,Lincoln,0,0,0.0,0.0,0.0
2018-09-24,Monterrey,0,0,0.0,0.0,0.0
2018-09-24,New Territories,0,0,0.0,0.0,0.0
2018-09-24,Normoyle,0,0,0.0,0.0,0.0
2018-09-24,Roosevelt,0,0,0.0,0.0,0.0
2018-09-24,San Pedro,0,0,0.0,0.0,0.0
2018-09-24,Spring Time,0,0,0.0,0.0,0.0
2018-09-24,S.S. Lions,13,5,24.0,5.0,47.0
2018-09-24,South Cross,0,0,0.0,0.0,0.0
2018-09-24,Sunset Hills,0,0,0.0,0.0,0.0
2018-09-24,Westwood ,0,0,0.0,0.0,0.0
2018-09-24,Woodlawn,46,65,64.0,14.0,189.0
2018-09-26,Cassiano,0,0.0,0.0,0.0,0.0
2018-09-26,Concepcion,0,0.0,0.0,0.0,0.0
2018-09-26,Cuellar,0,0.0,0.0,0.0,0.0
2018-09-26,Dellview,0,0.0,0.0,0.0,0.0
2018-09-26,Elmendorf,0,0.0,0.0,0.0,0.0
2018-09-26,Fairchild,0,0.0,0.0,0.0,0.0
2018-09-26,Garza,0,0.0,0.0,0.0,0.0
2018-09-26,Heritage,21,9.0,7.0,4.0,41.0
2018-09-26,Ward,0,0.0,0.0,0.0,0.0
2018-09-26,Kennedy,0,0.0,0.0,0.0,0.0
2018-09-26,Kingsborough,0,0.0,0.0,0.0,0.0
2018-09-26,LBJ,11,11.0,9.0,2.0,33.0
2018-09-26,Lincoln,0,0.0,0.0,0.0,0.0
2018-09-26,Monterrey,0,0.0,0.0,0.0,0.0
2018-09-26,New Territories,0,0.0,0.0,0.0,0.0
2018-09-26,Normoyle,0,0.0,0.0,0.0,0.0
2018-09-26,Roosevelt,0,0.0,0.0,0.0,0.0
2018-09-26,San Pedro,0,0.0,0.0,0.0,0.0
2018-09-26,Spring Time,0,0.0,0.0,0.0,0.0
2018-09-26,S.S. Lions,11,13.0,10.0,3.0,37.0
2018-09-26,South Cross,0,0.0,0.0,0.0,0.0
2018-09-26,Sunset Hills,0,0.0,0.0,0.0,0.0
2018-09-26,Westwood ,0,0.0,0.0,0.0,0.0
2018-09-26,Woodlawn,43,38.0,56.0,8.0,145.0
